date,temperature,moving_avg_temp
2022-01-01,9.35683314547219,9.35683314547219
2022-01-02,23.3850912268995,16.3709621861859
2022-01-03,5.86589217962959,12.8692721840004
2022-01-04,13.3212415165742,12.9822645171439
2022-01-05,23.7901691083198,15.1438454353791
2022-01-06,22.8679006289248,16.4311879676367
2022-01-07,15.1114030733306,16.2426472684501
2022-01-08,25.5216303864883,18.5519040171667
2022-01-09,15.6779788151385,17.4508879583437
2022-01-10,14.0798230989531,18.6243066611042
2022-01-11,13.931108375792,18.7114304981353
2022-01-12,7.24769282243736,16.3482196001521
2022-01-13,6.98700422295316,14.0795201135847
2022-01-14,14.6258252009741,14.0101518461052
2022-01-15,16.8663503124894,12.7736832641054
2022-01-16,13.4823967939251,12.4600286896463
2022-01-17,8.18749764303126,11.6182679102289
2022-01-18,8.07703758172752,10.7819720825054
2022-01-19,15.9006705375929,12.0181117560991
2022-01-20,9.86412130537991,12.42912848216
2022-01-21,7.9996276638977,11.4825288340063
2022-01-22,15.4085589360143,11.2742729230812
2022-01-23,19.990610755846,12.2040177747842
2022-01-24,20.4973056775383,13.9625617797138
2022-01-25,11.7436355339442,14.4863614871733
2022-01-26,22.812366318267,15.4737465986982
2022-01-27,13.4346969831104,15.983828838374
2022-01-28,16.9368785523842,17.2605789653006
2022-01-29,8.69402063566307,16.3013592081076
2022-01-30,16.652099538178,15.824429034155
2022-01-31,20.4413984660787,15.8164422896608
2022-02-01,13.6429886023236,16.0877784422864
2022-02-02,13.340679409647,14.7346803124836
2022-02-03,14.031192889433,14.8198940133868
2022-02-04,12.5190774770472,14.188779574053
2022-02-05,11.489319838146,14.5881080315505
2022-02-06,13.0730248687761,14.0768116502074
2022-02-07,6.31101946818193,12.0581860790793
2022-02-08,10.3413605944652,11.5865249350995
2022-02-09,24.4488357840167,13.1734044171523
2022-02-10,17.7929517844926,13.710798545018
2022-02-11,7.67545592062944,13.0188526083868
2022-02-12,11.613351537222,13.0365714225406
2022-02-13,14.4901722631895,13.2390210503139
2022-02-14,17.5904361268911,14.8503662872724
2022-02-15,12.9679247443656,15.2255897372581
2022-02-16,13.401837627141,13.6474471434187
2022-02-17,13.3533008996597,13.0132113027283
2022-02-18,20.6246810203402,14.863100602687
2022-02-19,15.3276050278592,15.3937082442066
2022-02-20,7.58266935608286,14.40692211462
2022-02-21,15.6044780832013,14.1232138226643
2022-02-22,20.6823682659226,15.2252771828867
2022-02-23,15.9059401734815,15.5830061180782
2022-02-24,6.50242288553527,14.6043092589176
2022-02-25,11.2466966446773,13.2645972052514
2022-02-26,12.4272355013064,12.8502587014582
2022-02-27,19.7161021476921,14.5836062431166
2022-02-28,16.6777905173435,14.7369365908512
2022-03-01,16.7478297776106,14.1748596639495
2022-03-02,16.1736173331239,14.2130992581842
2022-03-03,16.0294755815426,15.5741067861852
2022-03-04,9.71585050636409,15.3554144807119
2022-03-05,14.5541717863858,15.6592625214375
2022-03-06,12.0926531930513,14.5701983850603
2022-03-07,14.1227440553469,14.2051917476322
2022-03-08,19.3482397390893,14.5766788849863
2022-03-09,20.1194939777671,15.1403755485067
2022-03-10,20.5242417921228,15.782485007161
2022-03-11,15.2974798454081,16.5798606270245
2022-03-12,24.7195666265604,18.0320598899066
2022-03-13,15.3840911595972,18.5022653136988
2022-03-14,15.7145063985741,18.7296599341599
2022-03-15,11.4591939749165,17.6026533964209
2022-03-16,9.56677142967526,16.0951216038364
2022-03-17,11.1323906780235,14.7534285875365
2022-03-18,29.3961065147423,16.767518111727
2022-03-19,18.9527164683822,15.9436823748445
2022-03-20,12.8767472413672,15.5854903865259
2022-03-21,14.7558984874727,15.4485463992257
2022-03-22,17.2427668036235,16.274771089041
2022-03-23,22.7795092535729,18.1623050638835
2022-03-24,12.2491608695374,18.3218436626712
2022-03-25,18.9127461737594,16.8242207568165
2022-03-26,22.0860261820293,17.2718364301947
2022-03-27,9.03130172533077,16.7224870707609
2022-03-28,16.8320715481684,17.0190832222888
2022-03-29,8.45714210525528,15.7639939796648
2022-03-30,20.1801241886613,15.392653256106
2022-03-31,12.5464821862984,15.435127729929
2022-04-01,16.5459119075253,15.0970085490384
2022-04-02,14.2023035001374,13.9707624516253
2022-04-03,13.6375051291955,14.6287915093202
2022-04-04,18.8360296352005,14.9150712360391
2022-04-05,15.4722821935293,15.9172341057925
2022-04-06,14.7440037350666,15.1406454695647
2022-04-07,2.51913463837855,13.7081672484333
2022-04-08,20.2855864578103,14.2424064699026
2022-04-09,11.1642677201985,13.8084013584827
2022-04-10,17.0295200137489,14.2929749134189
2022-04-11,14.566680895885,13.6830679506596
2022-04-12,17.1678446544497,13.9252911593625
2022-04-13,16.8901600086609,14.2318849127331
2022-04-14,17.1255790451395,16.3185198279847
2022-04-15,10.7865716491603,14.9615177124632
2022-04-16,20.8409138840059,16.3438957358643
2022-04-17,14.0453401224066,15.9175843228154
2022-04-18,16.5745958933627,16.2044293224551
2022-04-19,18.4357589749266,16.385559939666
2022-04-20,14.4024561055613,16.0301736677947
2022-04-21,16.7750133818127,15.980092858748
2022-04-22,13.1530422445214,16.3181600866567
2022-04-23,17.4626763945898,15.8355547310259
2022-04-24,10.5139934796269,15.3310766392002
2022-04-25,22.8382878268108,16.2258897725499
2022-04-26,14.2425165137364,15.6268551352371
2022-04-27,7.12395729008189,14.5870695901686
2022-04-28,15.5306178333024,14.4092987975242
2022-04-29,16.1729698448218,14.8407170261386
2022-04-30,6.86386528506016,13.3266011533486
2022-05-01,8.06310444008283,12.9764741476995
2022-05-02,24.1740401152691,13.1672959031935
2022-05-03,15.0186289345253,13.2781691061634
2022-05-04,-2.78205723800432,11.8630241735796
2022-05-05,16.529720619861,12.005753143088
2022-05-06,13.4079198256817,11.6107459974965
2022-05-07,16.676779296333,13.0125908562498
2022-05-08,15.4410932356289,14.0665892556135
2022-05-09,9.84878101595007,12.0201236699965
2022-05-10,10.0901983180486,11.316062153357
2022-05-11,4.03018454703782,12.2892395512202
2022-05-12,18.4428047522963,12.5625372844252
2022-05-13,11.8314582522131,12.3373284882154
2022-05-14,14.9203057498688,12.0864036958634
2022-05-15,13.6213539602415,11.8264409422366
2022-05-16,19.7743708345441,13.2443823448929
2022-05-17,8.47847450124994,13.0141360853502
2022-05-18,15.9138410633076,14.7118013019602
2022-05-19,7.80317797013223,13.1918546187939
2022-05-20,19.7769902136691,14.3269306132876
2022-05-21,9.45929035822141,13.546785557338
2022-05-22,7.60008866731842,12.6866048012061
2022-05-23,5.0015006825319,10.5761947794901
2022-05-24,11.2526036188224,10.9724989391433
2022-05-25,16.08329164594,10.9967061652336
2022-05-26,15.8868038224839,12.1515098584267
2022-05-27,12.548097506181,11.1188109002142
2022-05-28,2.53478466794943,10.1295958016039
2022-05-29,10.590142381382,10.5567463321844
2022-05-30,22.7013360201344,13.0852942375562
2022-05-31,17.4256275001801,13.9671547920358
2022-06-01,6.00196099938536,12.5269646996709
2022-06-02,29.0589742764799,14.408703335956
2022-06-03,10.3734818950325,14.0980439629348
2022-06-04,6.81137150890365,14.708984940214
2022-06-05,14.3193302723107,15.2417260674895
2022-06-06,14.9084098970547,14.1284509070496
2022-06-07,15.138914445795,13.801777613566
