date,temperature,trend,seasonal_residual
2022-01-01,9.35683314547219,15.1323963067689,-5.77556316129669
2022-01-02,23.3850912268995,14.7238728559608,8.66121837093876
2022-01-03,5.86589217962959,14.3546042296145,-8.4887120499849
2022-01-04,13.3212415165742,14.4359761405607,-1.11473462398654
2022-01-05,23.7901691083198,14.2073833988017,9.58278570951816
2022-01-06,22.8679006289248,13.9117759828539,8.95612464607095
2022-01-07,15.1114030733306,13.9798115716339,1.13159150169675
2022-01-08,25.5216303864883,14.2411506665996,11.2804797198887
2022-01-09,15.6779788151385,14.5018237920554,1.17615502308312
2022-01-10,14.0798230989531,14.391496261731,-0.311673162777817
2022-01-11,13.931108375792,14.71537587929,-0.784267503498011
2022-01-12,7.24769282243736,14.6679433275797,-7.42025050514232
2022-01-13,6.98700422295316,14.7489767284656,-7.76197250551241
2022-01-14,14.6258252009741,14.5401851390586,0.0856400619155071
2022-01-15,16.8663503124894,14.6105822856959,2.25576802679353
2022-01-16,13.4823967939251,14.7986731302244,-1.31627633629929
2022-01-17,8.18749764303126,14.9369362094776,-6.74943856644638
2022-01-18,8.07703758172752,14.6129229250501,-6.53588534332262
2022-01-19,15.9006705375929,14.8763197221406,1.02435081545229
2022-01-20,9.86412130537991,14.850443462801,-4.98632215742109
2022-01-21,7.9996276638977,14.4536418734405,-6.45401420954285
2022-01-22,15.4085589360143,14.1376781392422,1.27088079677213
2022-01-23,19.990610755846,13.8537947971406,6.13681595870533
2022-01-24,20.4973056775383,13.3641086748173,7.13319700272103
2022-01-25,11.7436355339442,13.6470395447811,-1.90340401083695
2022-01-26,22.812366318267,13.7668178894759,9.04554842879111
2022-01-27,13.4346969831104,13.5650226489868,-0.130325665876414
2022-01-28,16.9368785523842,13.7058503494637,3.23102820292045
2022-01-29,8.69402063566307,13.947888028181,-5.25386739251797
2022-01-30,16.652099538178,14.0435206386945,2.60857889948347
2022-01-31,20.4413984660787,13.9177649752066,6.52363349087208
2022-02-01,13.6429886023236,13.9151662924071,-0.272177690083563
2022-02-02,13.340679409647,14.0818051071371,-0.741125697490073
2022-02-03,14.031192889433,14.4865677987053,-0.455374909272207
2022-02-04,12.5190774770472,14.4680818145203,-1.94900433747306
2022-02-05,11.489319838146,14.3944865903494,-2.90516675220347
2022-02-06,13.0730248687761,14.6398043458108,-1.56677947703471
2022-02-07,6.31101946818193,14.8099272274208,-8.49890775923884
2022-02-08,10.3413605944652,14.6781636602477,-4.33680306578248
2022-02-09,24.4488357840167,14.2267158282476,10.222119955769
2022-02-10,17.7929517844926,14.2106855414971,3.58226624299548
2022-02-11,7.67545592062944,13.8756813215951,-6.20022540096568
2022-02-12,11.613351537222,14.0783072946461,-2.46495575742411
2022-02-13,14.4901722631895,14.0699496160964,0.420222647093075
2022-02-14,17.5904361268911,14.329749910998,3.26068621589312
2022-02-15,12.9679247443656,14.3143150011575,-1.34639025679196
2022-02-16,13.401837627141,14.171994908108,-0.770157280966993
2022-02-17,13.3533008996597,14.0453130340448,-0.692012134385029
2022-02-18,20.6246810203402,14.0844579494234,6.54022307091682
2022-02-19,15.3276050278592,14.0219244108305,1.30568061702871
2022-02-20,7.58266935608286,14.0736555907756,-6.49098623469277
2022-02-21,15.6044780832013,14.3271691359673,1.27730894723391
2022-02-22,20.6823682659226,14.5544745910961,6.12789367482648
2022-02-23,15.9059401734815,15.0129656338039,0.892974539677629
2022-02-24,6.50242288553527,15.1728404483504,-8.67041756281513
2022-02-25,11.2466966446773,15.1815737013357,-3.93487705665843
2022-02-26,12.4272355013064,15.1038685198874,-2.67663301858106
2022-02-27,19.7161021476921,15.3631927288534,4.35290941883872
2022-02-28,16.6777905173435,15.3582199042629,1.31957061308061
2022-03-01,16.7478297776106,15.1994005225366,1.54842925507398
2022-03-02,16.1736173331239,14.991076475799,1.18254085732496
2022-03-03,16.0294755815426,15.5210178232305,0.508457758312144
2022-03-04,9.71585050636409,15.7000784310125,-5.98422792464836
2022-03-05,14.5541717863858,15.6847057323579,-1.1305339459721
2022-03-06,12.0926531930513,15.4953901667815,-3.40273697373019
2022-03-07,14.1227440553469,15.5571695789029,-1.43442552355601
2022-03-08,19.3482397390893,16.0473902207574,3.30084951833186
2022-03-09,20.1194939777671,15.939154181607,4.18033979616016
2022-03-10,20.5242417921228,15.8820695979888,4.64217219413399
2022-03-11,15.2974798454081,16.0814272111678,-0.783947365759641
2022-03-12,24.7195666265604,16.1630039479354,8.55656267862498
2022-03-13,15.3840911595972,16.343177331919,-0.959086172321744
2022-03-14,15.7145063985741,16.2151098030141,-0.500603404439978
2022-03-15,11.4591939749165,16.2300782559486,-4.77088428103206
2022-03-16,9.56677142967526,16.0968102452697,-6.53003881559445
2022-03-17,11.1323906780235,16.0902967655895,-4.95790608756599
2022-03-18,29.3961065147423,16.0267059967835,13.3694005179587
2022-03-19,18.9527164683822,15.949545659611,3.00317080877113
2022-03-20,12.8767472413672,16.2437449863477,-3.36699774498044
2022-03-21,14.7558984874727,16.2733614510943,-1.51746296362158
2022-03-22,17.2427668036235,16.3588888879335,0.883877915690046
2022-03-23,22.7795092535729,15.9845789067409,6.79493034683199
2022-03-24,12.2491608695374,16.0148158976674,-3.76565502812997
2022-03-25,18.9127461737594,15.7259376312942,3.18680854246521
2022-03-26,22.0860261820293,15.6132046707015,6.47282151132778
2022-03-27,9.03130172533077,15.5896305110395,-6.55832878570872
2022-03-28,16.8320715481684,15.3460265764553,1.48604497171314
2022-03-29,8.45714210525528,15.3946094425541,-6.93746733729882
2022-03-30,20.1801241886613,15.4401279150239,4.73999627363736
2022-03-31,12.5464821862984,15.4184304206447,-2.87194823434628
2022-04-01,16.5459119075253,15.7821124353005,0.763799472224779
2022-04-02,14.2023035001374,15.8760785464097,-1.6737750462723
2022-04-03,13.6375051291955,15.462481429591,-1.82497630039544
2022-04-04,18.8360296352005,15.445805381415,3.39022425378552
2022-04-05,15.4722821935293,15.495021796389,-0.0227396028597209
2022-04-06,14.7440037350666,15.5601545349161,-0.81615079984951
2022-04-07,2.51913463837855,15.4282279362354,-12.9090932978568
2022-04-08,20.2855864578103,15.2567171988488,5.02886925896143
2022-04-09,11.1642677201985,15.2007440572388,-4.0364763370403
2022-04-10,17.0295200137489,15.3273744331437,1.7021455806052
2022-04-11,14.566680895885,15.074357992231,-0.507677096346027
2022-04-12,17.1678446544497,15.0128307523843,2.15501390206546
2022-04-13,16.8901600086609,14.9708483744854,1.91931163417548
2022-04-14,17.1255790451395,15.2197460435036,1.90583300163583
2022-04-15,10.7865716491603,14.7901893046778,-4.00361765551751
2022-04-16,20.8409138840059,14.6455642160902,6.19534966791566
2022-04-17,14.0453401224066,14.8916328679529,-0.846292745546343
2022-04-18,16.5745958933627,14.9179659464815,1.65662994688113
2022-04-19,18.4357589749266,14.3883026443138,4.04745633061274
2022-04-20,14.4024561055613,14.3139055793029,0.0885505262584001
2022-04-21,16.7750133818127,14.2473132448562,2.52770013695658
2022-04-22,13.1530422445214,14.3096608436067,-1.15661859908527
2022-04-23,17.4626763945898,14.7264982177115,2.7361781768783
2022-04-24,10.5139934796269,14.3898270744257,-3.87583359479885
2022-04-25,22.8382878268108,14.3551796743564,8.48310815245438
2022-04-26,14.2425165137364,13.9358462722044,0.306670241532018
2022-04-27,7.12395729008189,14.060882525637,-6.93692523555515
2022-04-28,15.5306178333024,13.8887410287907,1.64187680451173
2022-04-29,16.1729698448218,13.8251973430232,2.34777250179858
2022-04-30,6.86386528506016,13.7121578241555,-6.84829253909537
2022-05-01,8.06310444008283,14.0020868301356,-5.93898239005282
2022-05-02,24.1740401152691,13.60329846295,10.5707416523191
2022-05-03,15.0186289345253,13.66357268685,1.35505624767526
2022-05-04,-2.78205723800432,13.3806237215845,-16.1626809595888
2022-05-05,16.529720619861,13.4238892454149,3.1058313744461
2022-05-06,13.4079198256817,13.2644322858233,0.143487539858377
2022-05-07,16.676779296333,12.9684669724525,3.70831232388053
2022-05-08,15.4410932356289,12.70551401884,2.73557921678892
2022-05-09,9.84878101595007,12.5051890905894,-2.65640807463932
2022-05-10,10.0901983180486,12.6848438701479,-2.59464555209933
2022-05-11,4.03018454703782,12.4606024506535,-8.43041790361565
2022-05-12,18.4428047522963,12.4059437729904,6.03686097930593
2022-05-13,11.8314582522131,12.25790594647,-0.426447694256868
2022-05-14,14.9203057498688,12.0985357706016,2.82176997926717
2022-05-15,13.6213539602415,12.3091282278697,1.31222573237177
2022-05-16,19.7743708345441,12.6498302348091,7.12454059973502
2022-05-17,8.47847450124994,12.5833417367221,-4.10486723547213
2022-05-18,15.9138410633076,12.7409202580515,3.17292080525615
2022-05-19,7.80317797013223,12.5910768051646,-4.78789883503237
2022-05-20,19.7769902136691,12.9005422486132,6.8764479650559
2022-05-21,9.45929035822141,12.8292393341761,-3.36994897595472
2022-05-22,7.60008866731842,12.8776422397043,-5.27755357238587
2022-05-23,5.0015006825319,12.8280336961386,-7.82653301360665
2022-05-24,11.2526036188224,12.6467872582705,-1.39418363944806
2022-05-25,16.08329164594,12.8800957463684,3.20319589957154
2022-05-26,15.8868038224839,13.0779391119977,2.80886471048623
2022-05-27,12.548097506181,13.8480879111033,-1.29999040492227
2022-05-28,2.53478466794943,13.831493667936,-11.2967089999866
2022-05-29,10.590142381382,13.9822914712807,-3.3921490898987
2022-05-30,22.7013360201344,14.1505283809635,8.55080763917088
2022-05-31,17.4256275001801,14.1266904293171,3.29893707086307
2022-06-01,6.00196099938536,13.9507686702463,-7.94880767086098
2022-06-02,29.0589742764799,14.0764743130121,14.9824999634678
2022-06-03,10.3734818950325,14.1001835119905,-3.72670161695798
2022-06-04,6.81137150890365,14.2964791253127,-7.48510761640905
2022-06-05,14.3193302723107,14.2496047199974,0.0697255523133098
2022-06-06,14.9084098970547,14.5433894548356,0.365020442219066
2022-06-07,15.138914445795,14.8411402853567,0.297774160438337
2022-06-08,9.82245366171933,15.230816813657,-5.40836315193769
2022-06-09,17.0813441469857,15.1869401993176,1.89440394766813
2022-06-10,16.2233426525565,15.4283787950416,0.794963857514942
2022-06-11,27.9047973193111,15.5534699836815,12.3513273356296
2022-06-12,17.9283832141109,15.7765112297019,2.15187198440906
2022-06-13,16.5061901558973,16.1623786445511,0.343811511346214
2022-06-14,20.1356499500362,16.1956763097933,3.93997364024289
2022-06-15,12.8823774592014,16.1084276970046,-3.22605023780324
2022-06-16,14.3207963033521,16.0395109324519,-1.71871462909979
2022-06-17,12.3753494269893,16.544067798027,-4.16871837103768
2022-06-18,16.6488262316371,16.1310640370947,0.517762194542371
2022-06-19,13.8883419831206,16.4436540734287,-2.55531209030815
2022-06-20,18.3238836488931,16.7066390031844,1.61724464570873
2022-06-21,18.5666171382078,17.0201735471529,1.54644359105489
2022-06-22,16.8303644134722,16.8334080586456,-0.00304364517339906
2022-06-23,17.0814730598414,16.6059168418793,0.475556217962129
2022-06-24,9.89242857429995,16.7365060310125,-6.84407745671253
2022-06-25,23.5678881133835,16.3844774919559,7.18341062142761
2022-06-26,19.7646306703216,16.1443792819808,3.62025138834087
2022-06-27,19.4623761328126,15.9573008722516,3.50507526056101
2022-06-28,14.4966745282759,15.8174625493901,-1.32078802111426
2022-06-29,11.6223700038896,15.6605087537194,-4.03813874982981
2022-06-30,19.996629023686,15.5245568840502,4.47207213963575
2022-07-01,15.2892077990467,15.7642516623283,-0.475043863281645
